Strategy name,Filters result,Symbol,Gross profit (IS),Gross loss (IS),Avg. Profit Per Year (IS),numberof profits (IS),numberof trades (IS),% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Worst Year Profit (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),AvgProfit Per Year (IS),Standard Deviation of Profit Per Year (IS),Varianceof Profit Per Year (IS),Net profit (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Variance of Yearly Profit In Pips (IS),Variance of Profit Per Year (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS)
Strategy 0.2695,PASSED,EURCAD_M1_UTC2,6796.5,2613.75,522.75,21,36,30.77,21,36,15,-306.0,5.23,4.46,0.8,5.23,522.75,1044.3,1090568.74,4182.75,557.7,69.71,139.24,19387.89,1090568.74,4,1.997417874,501.75
Strategy 0.27,PASSED,EURCAD_M1_UTC2,8598.0,2532.75,758.13,21,36,53.85,21,36,15,-212.25,7.58,6.11,1.12,7.58,758.13,632.8,400430.17,6065.25,808.7,101.09,84.37,7118.76,400430.17,1,0.834602829,894.0
Strategy 0.2723,PASSED,EURCAD_M1_UTC2,8717.25,3140.25,697.13,23,37,53.85,23,37,14,-194.25,6.97,5.7,0.88,6.97,697.13,578.01,334098.14,5577.0,743.6,92.95,77.07,5939.52,334098.14,1,0.82915546,831.0
Strategy 0.2848,PASSED,EURCAD_M1_UTC2,8550.75,3423.75,640.88,30,47,53.85,30,47,17,-230.25,6.41,5.31,0.73,6.41,640.88,627.57,393846.19,5127.0,683.6,85.45,83.68,7001.71,393846.19,1,0.979286132,525.0
Strategy 0.288,PASSED,EURCAD_M1_UTC2,9382.5,2926.5,807.0,25,37,53.85,25,37,12,-108.75,8.07,6.42,0.91,8.07,807.0,656.62,431155.13,6456.0,860.8,107.6,87.55,7664.98,431155.13,1,0.81366171,645.75
Strategy 0.2971,PASSED,EURCAD_M1_UTC2,9150.75,2457.75,836.63,27,37,53.85,27,37,10,-48.0,8.37,6.61,0.91,8.37,836.63,628.84,395439.19,6693.0,892.4,111.55,83.85,7030.03,395439.19,1,0.751680861,699.75
Strategy 0.3123,PASSED,EURCAD_M1_UTC2,9813.0,3410.25,800.25,28,43,53.85,28,43,15,-266.25,8.0,6.38,0.88,8.0,800.25,679.0,461045.6,6402.75,853.7,106.71,90.53,8196.37,461045.6,1,0.848374098,763.5
Strategy 0.3176,PASSED,EURCAD_M1_UTC2,8787.0,3596.25,648.75,30,47,53.85,30,47,17,-192.75,6.49,5.37,0.73,6.49,648.75,624.83,390408.54,5190.75,692.1,86.51,83.31,6940.6,390408.54,1,0.963010057,669.75
Strategy 0.3190,PASSED,EURCAD_M1_UTC2,7052.25,2579.25,559.13,22,35,46.15,22,35,13,-434.25,5.59,4.73,0.8,5.59,559.13,826.3,682766.44,4473.0,596.4,74.55,110.17,12138.07,682766.44,2,1.477800134,125.25
Strategy 0.3212,PASSED,EURCAD_M1_UTC2,8950.5,4242.0,588.5,24,42,38.46,24,42,18,-282.0,5.89,4.94,0.71,5.89,588.5,926.86,859062.77,4708.5,627.8,78.48,123.58,15272.23,859062.77,3,1.574668705,422.25
Strategy 0.3252,PASSED,EURCAD_M1_UTC2,9829.5,2814.0,876.88,24,37,53.85,24,37,13,-41.25,8.77,6.87,0.76,8.77,876.88,626.82,392902.7,7015.5,935.4,116.93,83.58,6984.94,392902.7,1,0.714786624,691.5
Strategy 0.3271,PASSED,EURCAD_M1_UTC2,8262.0,1922.25,792.38,25,35,53.85,25,35,10,-266.25,7.92,6.33,1.45,7.93,792.38,724.79,525315.8,6339.75,845.3,105.66,96.64,9338.95,525315.8,1,0.914631838,763.5
Strategy 0.3285,PASSED,EURCAD_M1_UTC2,8683.5,2733.0,743.75,23,36,53.85,23,36,13,-194.25,7.44,6.01,0.92,7.44,743.75,605.05,366083.41,5950.5,793.4,99.17,80.67,6508.15,366083.41,1,0.813451649,831.0
Strategy 0.3325,PASSED,EURCAD_M1_UTC2,8758.5,2601.75,769.5,26,36,61.54,26,36,10,23.25,7.7,6.18,0.84,7.7,769.5,527.41,278162.09,6156.75,820.9,102.61,70.32,4945.1,278162.09,0,0.685313322,648.75
Strategy 0.333,PASSED,EURCAD_M1_UTC2,9872.25,3295.5,822.0,26,40,53.85,26,40,14,-266.25,8.22,6.52,0.92,8.22,822.0,789.0,622526.27,6576.75,876.9,109.61,105.2,11067.13,622526.27,1,0.959766445,763.5
Strategy 0.3360,PASSED,EURCAD_M1_UTC2,7202.25,2579.25,577.88,22,35,46.15,22,35,13,-434.25,5.78,4.86,0.83,5.78,577.88,862.45,743825.81,4623.0,616.4,77.05,114.99,13223.57,743825.81,2,1.492407528,125.25
Strategy 0.3397,PASSED,EURCAD_M1_UTC2,6605.25,2613.75,498.88,20,35,30.77,20,35,15,-306.0,4.99,4.29,0.76,4.99,498.88,985.36,970930.66,3991.5,532.2,66.52,131.38,17260.99,970930.66,4,1.975045099,501.75
Strategy 0.3432,PASSED,EURCAD_M1_UTC2,9099.75,3535.5,695.5,24,38,30.77,24,38,14,-199.5,6.96,5.69,0.83,6.95,695.5,1164.97,1357155.98,5564.25,741.9,92.74,155.33,24127.22,1357155.98,4,1.674897563,473.25
Strategy 0.3487,PASSED,EURCAD_M1_UTC2,6380.25,2613.75,470.75,20,35,30.77,20,35,15,-306.0,4.71,4.08,0.71,4.71,470.75,916.75,840423.63,3766.5,502.2,62.77,122.23,14940.86,840423.63,4,1.947267803,501.75
Strategy 0.3577,PASSED,EURCAD_M1_UTC2,6905.25,2579.25,540.75,22,35,46.15,22,35,13,-434.25,5.41,4.6,0.77,5.41,540.75,792.28,627703.45,4326.0,576.8,72.1,105.64,11159.17,627703.45,2,1.46518724,125.25
Strategy 0.3672,PASSED,EURCAD_M1_UTC2,8958.0,3615.75,667.75,22,37,53.85,22,37,15,-317.25,6.68,5.5,0.72,6.68,667.75,619.8,384155.99,5342.25,712.3,89.04,82.64,6829.44,384155.99,1,0.928122192,966.75
Strategy 0.3702,PASSED,EURCAD_M1_UTC2,9923.25,3905.25,752.25,27,41,53.85,27,41,14,-201.0,7.52,6.07,0.81,7.52,752.25,664.27,441249.19,6018.0,802.4,100.3,88.57,7844.43,441249.19,1,0.883050847,839.25
Strategy 0.3764,PASSED,EURCAD_M1_UTC2,7949.25,3733.5,526.88,22,38,38.46,22,38,16,-539.25,5.27,4.5,0.71,5.27,526.88,884.95,783145.12,4215.75,562.1,70.26,117.99,13922.58,783145.12,3,1.679333903,198.0
Strategy 0.3790,PASSED,EURCAD_M1_UTC2,8468.25,3181.5,660.75,22,36,53.85,22,36,14,-245.25,6.61,5.45,0.71,6.61,660.75,606.02,367261.8,5286.75,704.9,88.11,80.8,6529.1,367261.8,1,0.917035524,855.75
Strategy 0.390,PASSED,EURCAD_M1_UTC2,6046.5,2807.25,404.88,20,36,30.77,20,36,16,-615.75,4.05,3.57,0.74,4.05,404.88,1039.59,1080746.5,3239.25,431.9,53.99,138.61,19213.27,1080746.5,4,2.567327283,600.75
Strategy 0.391,PASSED,EURCAD_M1_UTC2,8399.25,3780.75,577.25,22,40,30.77,22,40,18,-268.5,5.77,4.86,0.79,5.77,577.25,1054.19,1111314.63,4618.5,615.8,76.98,140.56,19756.7,1111314.63,4,1.825928813,483.0
Strategy 0.393,PASSED,EURCAD_M1_UTC2,7982.25,2378.25,700.5,23,35,53.85,23,35,12,-201.0,7.01,5.72,0.84,7.01,700.5,576.9,332809.88,5604.0,747.2,93.4,76.92,5916.62,332809.88,1,0.823554604,839.25
Strategy 0.3930,PASSED,EURCAD_M1_UTC2,9158.25,2937.0,777.63,25,36,53.85,25,36,11,-167.25,7.78,6.23,0.87,7.78,777.63,650.18,422732.03,6221.25,829.5,103.69,86.69,7515.24,422732.03,1,0.836049764,829.5
Strategy 0.3940,PASSED,EURCAD_M1_UTC2,10577.25,4526.25,756.38,28,43,53.85,28,43,15,-201.0,7.56,6.09,0.77,7.56,756.38,642.45,412741.97,6051.0,806.8,100.85,85.66,7337.63,412741.97,1,0.849380268,839.25
Strategy 0.3968,PASSED,EURCAD_M1_UTC2,8157.75,1880.25,784.63,25,36,53.85,25,36,11,-96.0,7.85,6.28,1.36,7.85,784.63,621.71,386527.75,6277.5,837.0,104.63,82.9,6871.6,386527.75,1,0.792315779,766.5
Strategy 0.3982,PASSED,EURCAD_M1_UTC2,10424.25,4846.5,697.13,28,46,53.85,28,46,18,-150.75,6.97,5.7,0.75,6.97,697.13,605.17,366224.91,5577.75,743.7,92.96,80.69,6510.66,366224.91,1,0.868007745,725.25
Strategy 0.4002,PASSED,EURCAD_M1_UTC2,8289.0,1922.25,795.75,26,36,53.85,26,36,10,-266.25,7.96,6.35,1.46,7.96,795.75,730.84,534125.18,6366.75,848.9,106.11,97.45,9495.56,534125.18,1,0.91838658,763.5
Strategy 0.4018,PASSED,EURCAD_M1_UTC2,8202.0,1922.25,784.88,25,35,53.85,25,35,10,-266.25,7.85,6.28,1.43,7.85,784.88,711.55,506310.33,6279.75,837.3,104.66,94.87,9001.07,506310.33,1,0.90645901,763.5
Strategy 0.4061,PASSED,EURCAD_M1_UTC2,8689.5,3208.5,685.13,21,36,53.85,21,36,15,-505.5,6.85,5.61,0.8,6.85,685.13,720.38,518940.84,5481.0,730.8,91.35,96.05,9225.61,518940.84,1,1.051450465,696.75
Strategy 0.4066,PASSED,EURCAD_M1_UTC2,8870.25,2958.75,738.88,23,37,53.85,23,37,14,-129.0,7.39,5.98,0.9,7.39,738.88,631.2,398417.31,5911.5,788.2,98.52,84.16,7082.97,398417.31,1,0.854242793,709.5
Strategy 0.4088,PASSED,EURCAD_M1_UTC2,10514.25,4248.0,783.25,27,42,53.85,27,42,15,-96.0,7.83,6.27,0.84,7.83,783.25,645.38,416519.01,6266.25,835.5,104.44,86.05,7404.78,416519.01,1,0.823918039,766.5
Strategy 0.4121,PASSED,EURCAD_M1_UTC2,10338.0,3629.25,838.5,26,39,53.85,26,39,13,-107.25,8.39,6.63,0.94,8.39,838.5,707.58,500674.57,6708.75,894.5,111.81,94.34,8900.88,500674.57,1,0.843752795,696.75
Strategy 0.4172,PASSED,EURCAD_M1_UTC2,9792.0,2814.0,872.25,24,37,53.85,24,37,13,-41.25,8.72,6.84,0.76,8.72,872.25,621.73,386547.33,6978.0,930.4,116.3,82.9,6871.95,386547.33,1,0.712811694,691.5
Strategy 0.4192,PASSED,EURCAD_M1_UTC2,9027.0,2937.0,761.25,25,36,53.85,25,36,11,-167.25,7.61,6.13,0.86,7.61,761.25,627.65,393949.83,6090.0,812.0,101.5,83.69,7003.55,393949.83,1,0.82453202,829.5
Strategy 0.4207,PASSED,EURCAD_M1_UTC2,8508.0,2694.75,726.63,22,35,53.85,22,35,13,-230.25,7.27,5.9,1.15,7.27,726.63,735.63,541155.86,5813.25,775.1,96.89,98.08,9620.55,541155.86,1,1.012281969,725.25
Strategy 0.4249,PASSED,EURCAD_M1_UTC2,8664.0,2514.0,768.75,24,36,53.85,24,36,12,-192.75,7.69,6.17,1.16,7.69,768.75,770.78,594103.64,6150.0,820.0,102.5,102.77,10561.84,594103.64,1,1.002634146,706.5
Strategy 0.4263,PASSED,EURCAD_M1_UTC2,8022.75,1880.25,767.75,24,35,53.85,24,35,11,-96.0,7.68,6.17,1.32,7.68,767.75,591.61,350001.81,6142.5,819.0,102.38,78.88,6222.25,350001.81,1,0.770462981,766.5
Strategy 0.4280,PASSED,EURCAD_M1_UTC2,8045.25,1880.25,770.63,25,36,53.85,25,36,11,-96.0,7.71,6.19,1.33,7.71,770.63,596.5,355812.61,6165.0,822.0,102.75,79.53,6325.56,355812.61,1,0.774014599,766.5
Strategy 0.431,PASSED,EURCAD_M1_UTC2,7443.0,2832.0,576.38,21,36,30.77,21,36,15,-268.5,5.76,4.85,0.83,5.76,576.38,1111.19,1234737.28,4611.0,614.8,76.85,148.16,21950.89,1234737.28,4,1.927911516,483.0
Strategy 0.4317,PASSED,EURCAD_M1_UTC2,8378.25,3534.0,605.5,23,36,38.46,23,36,13,-386.25,6.06,5.06,0.72,6.05,605.5,828.13,685793.66,4844.25,645.9,80.74,110.42,12191.89,685793.66,3,1.367599703,58.5
Strategy 0.4319,PASSED,EURCAD_M1_UTC2,10431.0,3785.25,830.63,27,40,53.85,27,40,13,-48.0,8.31,6.58,0.88,8.31,830.63,590.79,349035.19,6645.75,886.1,110.76,78.77,6205.07,349035.19,1,0.71117732,699.75
Strategy 0.4333,PASSED,EURCAD_M1_UTC2,9345.0,3047.25,787.13,25,37,53.85,25,37,12,-164.25,7.87,6.3,0.76,7.87,787.13,606.96,368400.66,6297.75,839.7,104.96,80.93,6549.34,368400.66,1,0.77105564,827.25
Strategy 0.4345,PASSED,EURCAD_M1_UTC2,8330.25,3234.75,636.88,23,36,30.77,23,36,13,-199.5,6.37,5.28,0.77,6.37,636.88,1027.25,1055235.2,5095.5,679.4,84.92,136.97,18759.74,1055235.2,4,1.612929816,473.25
Strategy 0.4366,PASSED,EURCAD_M1_UTC2,8426.25,2100.75,790.63,22,35,53.85,22,35,13,-89.25,7.91,6.32,1.46,7.91,790.63,579.54,335869.14,6325.5,843.4,105.43,77.27,5971.01,335869.14,1,0.732903348,758.25
Strategy 0.437,PASSED,EURCAD_M1_UTC2,7004.25,2918.25,510.75,20,35,38.46,20,35,15,-539.25,5.11,4.38,0.73,5.11,510.75,853.9,729144.28,4086.0,544.8,68.1,113.85,12962.57,729144.28,3,1.671806167,198.0
Strategy 0.455,PASSED,EURCAD_M1_UTC2,9238.5,2987.25,781.38,26,39,53.85,26,39,13,-266.25,7.81,6.26,0.88,7.81,781.38,685.87,470415.58,6251.25,833.5,104.19,91.45,8362.94,470415.58,1,0.87772339,763.5
Strategy 0.4585,PASSED,EURCAD_M1_UTC2,8442.0,3181.5,657.5,21,35,53.85,21,35,14,-245.25,6.58,5.43,0.71,6.57,657.5,602.09,362509.42,5260.5,701.4,87.68,80.28,6444.61,362509.42,1,0.91560219,855.75
Strategy 0.4600,PASSED,EURCAD_M1_UTC2,9532.5,3711.75,727.5,24,39,53.85,24,39,15,-30.0,7.28,5.9,0.8,7.28,727.5,496.93,246937.85,5820.75,776.1,97.01,66.26,4390.01,246937.85,1,0.683022369,832.5
Strategy 0.4601,PASSED,EURCAD_M1_UTC2,8493.75,3181.5,664.0,22,36,53.85,22,36,14,-245.25,6.64,5.47,0.72,6.64,664.0,609.94,372022.73,5312.25,708.3,88.54,81.32,6613.74,372022.73,1,0.918454936,855.75
Strategy 0.463,PASSED,EURCAD_M1_UTC2,8663.25,2100.75,820.25,23,36,53.85,23,36,13,-89.25,8.2,6.51,1.5,8.2,820.25,608.79,370619.27,6562.5,875.0,109.38,81.17,6588.79,370619.27,1,0.74209179,758.25
Strategy 0.4671,PASSED,EURCAD_M1_UTC2,7858.5,2509.5,668.63,23,36,53.85,23,36,13,-129.0,6.69,5.5,0.9,6.69,668.63,550.13,302639.63,5349.0,713.2,89.15,73.35,5380.26,302639.63,1,0.822770611,728.25
Strategy 0.4709,PASSED,EURCAD_M1_UTC2,8496.75,2532.75,745.5,20,35,53.85,20,35,15,-212.25,7.45,6.02,1.09,7.45,745.5,617.58,381406.64,5964.0,795.2,99.4,82.34,6780.56,381406.64,1,0.828370221,894.0
Strategy 0.4737,PASSED,EURCAD_M1_UTC2,8625.75,2100.75,815.63,23,36,53.85,23,36,13,-89.25,8.16,6.48,1.49,8.16,815.63,603.57,364302.56,6525.0,870.0,108.75,80.48,6476.49,364302.56,1,0.740045977,758.25
Strategy 0.4750,PASSED,EURCAD_M1_UTC2,8323.5,2532.75,723.75,20,35,53.85,20,35,15,-212.25,7.24,5.88,1.05,7.24,723.75,595.03,354056.84,5790.75,772.1,96.51,79.34,6294.34,354056.84,1,0.822090975,894.0
Strategy 0.4808,PASSED,EURCAD_M1_UTC2,7966.5,3741.75,528.0,22,40,30.77,22,40,18,-320.25,5.28,4.5,0.71,5.28,528.0,1000.29,1000572.54,4224.75,563.3,70.41,133.37,17787.96,1000572.54,4,1.894191166,483.0
Strategy 0.487,PASSED,EURCAD_M1_UTC2,7478.25,2667.75,601.25,20,35,30.77,20,35,15,-342.0,6.01,5.03,1.04,6.01,601.25,1044.09,1090129.05,4810.5,641.4,80.17,139.21,19380.07,1090129.05,4,1.736435075,540.0
Strategy 0.4887,PASSED,EURCAD_M1_UTC2,9596.25,3028.5,820.88,26,37,53.85,26,37,11,-164.25,8.21,6.51,0.78,8.21,820.88,646.03,417348.7,6567.75,875.7,109.46,86.14,7419.53,417348.7,1,0.786954138,827.25
Strategy 0.4904,PASSED,EURCAD_M1_UTC2,9143.25,3795.75,668.38,26,42,30.77,26,42,16,-218.25,6.68,5.5,0.79,6.68,668.38,1034.41,1070008.28,5347.5,713.0,89.12,137.92,19022.37,1070008.28,4,1.547576302,473.25
Strategy 0.4925,PASSED,EURCAD_M1_UTC2,8279.25,2694.75,698.0,22,35,53.85,22,35,13,-230.25,6.98,5.7,1.09,6.98,698.0,680.99,463751.69,5584.5,744.6,93.08,90.8,8244.47,463751.69,1,0.975504942,725.25
Strategy 0.5143,PASSED,EURCAD_M1_UTC2,8502.75,3087.0,676.88,22,36,53.85,22,36,14,-317.25,6.77,5.56,0.73,6.77,676.88,621.1,385765.45,5415.75,722.1,90.26,82.81,6858.05,385765.45,1,0.917460669,966.75
Strategy 0.5163,PASSED,EURCAD_M1_UTC2,9393.0,3111.75,785.13,27,38,61.54,27,38,11,23.25,7.85,6.28,0.85,7.85,785.13,539.13,290655.91,6281.25,837.5,104.69,71.88,5167.22,290655.91,0,0.686598529,648.75
Strategy 0.52,PASSED,EURCAD_M1_UTC2,7175.25,2838.75,542.0,20,35,30.77,20,35,15,-333.75,5.42,4.61,0.75,5.42,542.0,1041.56,1084838.03,4336.5,578.2,72.27,138.87,19286.01,1084838.03,4,1.921544209,612.75
Strategy 0.5226,PASSED,EURCAD_M1_UTC2,9355.5,2926.5,803.63,24,36,53.85,24,36,12,-108.75,8.04,6.4,0.91,8.04,803.63,651.68,424683.98,6429.0,857.2,107.15,86.89,7549.94,424683.98,1,0.810919272,645.75
Strategy 0.5248,PASSED,EURCAD_M1_UTC2,8187.0,2448.75,717.25,22,35,53.85,22,35,13,-129.0,7.17,5.83,0.87,7.17,717.25,601.67,362009.95,5738.25,765.1,95.64,80.22,6435.73,362009.95,1,0.838770389,709.5
Strategy 0.5294,PASSED,EURCAD_M1_UTC2,9557.25,3618.0,742.38,30,46,53.85,30,46,16,-266.25,7.42,6.0,0.85,7.42,742.38,719.18,517218.95,5939.25,791.9,98.99,95.89,9195.0,517218.95,1,0.968683705,824.25
Strategy 0.5302,PASSED,EURCAD_M1_UTC2,7800.75,3579.75,527.63,27,45,38.46,27,45,18,-456.75,5.28,4.5,0.72,5.28,527.63,963.43,928199.81,4221.0,562.8,70.35,128.46,16501.33,928199.81,3,1.826012793,468.0
Strategy 0.5309,PASSED,EURCAD_M1_UTC2,8430.0,4113.75,539.5,25,43,38.46,25,43,18,-429.0,5.4,4.59,0.72,5.39,539.5,854.18,729631.12,4316.25,575.5,71.94,113.89,12971.22,729631.12,3,1.583124826,68.25
Strategy 0.5314,PASSED,EURCAD_M1_UTC2,8659.5,3534.0,640.63,23,36,38.46,23,36,13,-386.25,6.41,5.31,0.75,6.41,640.63,894.19,799577.97,5125.5,683.4,85.43,119.23,14214.72,799577.97,3,1.395645558,58.5
Strategy 0.5369,PASSED,EURCAD_M1_UTC2,8412.0,2514.0,737.25,24,36,53.85,24,36,12,-192.75,7.37,5.97,1.1,7.37,737.25,711.96,506880.14,5898.0,786.4,98.3,94.93,9011.2,506880.14,1,0.965717192,706.5
Strategy 0.5391,PASSED,EURCAD_M1_UTC2,8539.5,3204.75,666.75,21,36,53.85,21,36,15,-505.5,6.67,5.49,0.78,6.67,666.75,715.16,511449.54,5334.75,711.3,88.91,95.35,9092.44,511449.54,1,1.072432797,696.75
Strategy 0.5426,PASSED,EURCAD_M1_UTC2,8035.5,2509.5,690.75,23,36,53.85,23,36,13,-129.0,6.91,5.65,0.94,6.91,690.75,590.0,348098.2,5526.0,736.8,92.1,78.67,6188.41,348098.2,1,0.854180239,728.25
Strategy 0.5429,PASSED,EURCAD_M1_UTC2,7958.25,1880.25,759.75,24,35,53.85,24,35,11,-96.0,7.6,6.12,1.3,7.6,759.75,577.89,333957.94,6078.0,810.4,101.3,77.05,5937.03,333957.94,1,0.760612043,766.5
Strategy 0.5458,PASSED,EURCAD_M1_UTC2,8521.5,2514.0,750.88,24,36,53.85,24,36,12,-192.75,7.51,6.06,1.13,7.51,750.88,728.92,531330.72,6007.5,801.0,100.12,97.19,9445.88,531330.72,1,0.970735118,706.5
Strategy 0.5462,PASSED,EURCAD_M1_UTC2,8563.5,2675.25,736.0,23,36,53.85,23,36,13,-30.0,7.36,5.96,0.81,7.36,736.0,508.32,258386.05,5888.25,785.1,98.14,67.78,4593.53,258386.05,1,0.690646016,832.5
Strategy 0.5481,PASSED,EURCAD_M1_UTC2,8010.75,3672.75,542.25,23,40,46.15,23,40,17,-434.25,5.42,4.61,0.71,5.42,542.25,796.34,634154.91,4338.0,578.4,72.3,106.18,11273.87,634154.91,2,1.468603043,125.25
Strategy 0.5498,PASSED,EURCAD_M1_UTC2,9821.25,3490.5,791.25,26,40,53.85,26,40,14,-152.25,7.91,6.32,0.89,7.91,791.25,777.71,604829.88,6330.75,844.1,105.51,103.69,10752.53,604829.88,1,0.98275045,836.25
Strategy 0.5529,PASSED,EURCAD_M1_UTC2,8395.5,2694.75,712.5,22,35,53.85,22,35,13,-230.25,7.13,5.8,1.12,7.13,712.5,708.28,501657.82,5700.75,760.1,95.01,94.44,8918.36,501657.82,1,0.994000632,725.25
Strategy 0.5579,PASSED,EURCAD_M1_UTC2,7994.25,2378.25,702.0,24,36,53.85,24,36,12,-201.0,7.02,5.73,0.85,7.02,702.0,579.34,335633.63,5616.0,748.8,93.6,77.25,5966.82,335633.63,1,0.825320513,839.25
Strategy 0.5591,PASSED,EURCAD_M1_UTC2,11368.5,5238.0,766.25,31,50,53.85,31,50,19,-70.5,7.66,6.16,0.71,7.66,766.25,566.89,321367.19,6130.5,817.4,102.17,75.59,5713.19,321367.19,1,0.739845356,699.75
Strategy 0.5651,PASSED,EURCAD_M1_UTC2,10174.5,4080.75,761.63,28,45,53.85,28,45,17,-192.75,7.62,6.13,0.85,7.62,761.63,704.21,495913.92,6093.75,812.5,101.56,93.89,8816.25,495913.92,1,0.924478141,706.5
Strategy 0.5655,PASSED,EURCAD_M1_UTC2,7532.25,3207.0,540.63,21,38,30.77,21,38,17,-306.0,5.41,4.6,0.76,5.41,540.63,1030.11,1061134.66,4325.25,576.7,72.09,137.35,18864.62,1061134.66,4,1.905257317,501.75
Strategy 0.5711,PASSED,EURCAD_M1_UTC2,9636.75,3694.5,742.75,25,40,53.85,25,40,15,-96.0,7.43,6.0,0.8,7.43,742.75,534.36,285542.29,5942.25,792.3,99.04,71.25,5076.31,285542.29,1,0.7194063,766.5
Strategy 0.5737,PASSED,EURCAD_M1_UTC2,8711.25,2843.25,733.5,22,36,53.85,22,36,14,-194.25,7.33,5.94,0.91,7.34,733.5,596.42,355717.41,5868.0,782.4,97.8,79.52,6323.87,355717.41,1,0.813087935,831.0
Strategy 0.61,PASSED,EURCAD_M1_UTC2,9522.0,3519.75,750.25,34,50,53.85,34,50,16,-266.25,7.5,6.05,0.85,7.5,750.25,676.93,458232.32,6002.25,800.3,100.04,90.26,8146.35,458232.32,1,0.902239104,617.25
Strategy 0.621,PASSED,EURCAD_M1_UTC2,6729.0,2613.75,514.38,20,35,30.77,20,35,15,-306.0,5.14,4.4,0.78,5.14,514.38,1023.44,1047429.91,4115.25,548.7,68.59,136.46,18620.98,1047429.91,4,1.989502843,501.75
Strategy 0.63,PASSED,EURCAD_M1_UTC2,11040.75,4189.5,856.38,28,44,53.85,28,44,16,-107.25,8.56,6.74,0.82,8.56,856.38,735.02,540248.12,6851.25,913.5,114.19,98.0,9604.41,540248.12,1,0.858218758,696.75
Strategy 0.645,PASSED,EURCAD_M1_UTC2,8823.75,2847.0,747.0,22,36,53.85,22,36,14,-194.25,7.47,6.03,0.93,7.47,747.0,608.02,369693.91,5976.75,796.9,99.61,81.07,6572.34,369693.91,1,0.813874109,831.0
Strategy 0.65,PASSED,EURCAD_M1_UTC2,8200.5,2394.75,725.63,23,35,53.85,23,35,12,-152.25,7.26,5.89,1.02,7.26,725.63,685.88,470430.7,5805.75,774.1,96.76,91.45,8363.21,470430.7,1,0.945121951,836.25
Strategy 0.655,PASSED,EURCAD_M1_UTC2,8563.5,3234.75,666.0,23,36,30.77,23,36,13,-199.5,6.66,5.48,0.8,6.66,666.0,1095.2,1199462.98,5328.75,710.5,88.81,146.03,21323.79,1199462.98,4,1.644296813,473.25
Strategy 0.670,PASSED,EURCAD_M1_UTC2,8479.5,3181.5,662.25,21,35,53.85,21,35,14,-245.25,6.62,5.46,0.71,6.62,662.25,607.74,369344.67,5298.0,706.4,88.3,81.03,6566.13,369344.67,1,0.917667044,855.75
Strategy 0.673,PASSED,EURCAD_M1_UTC2,9654.75,2812.5,855.25,25,36,53.85,25,36,11,-107.25,8.55,6.73,0.96,8.55,855.25,737.21,543471.74,6842.25,912.3,114.04,98.29,9661.72,543471.74,1,0.861890565,696.75
Strategy 0.709,PASSED,EURCAD_M1_UTC2,8193.75,2378.25,726.88,24,36,53.85,24,36,12,-201.0,7.27,5.9,0.89,7.27,726.88,622.25,387193.47,5815.5,775.4,96.92,82.97,6883.44,387193.47,1,0.856066859,839.25
Strategy 0.74,PASSED,EURCAD_M1_UTC2,8256.75,2926.5,666.25,21,35,53.85,21,35,14,-505.5,6.66,5.49,0.78,6.66,666.25,715.05,511293.23,5330.25,710.7,88.84,95.34,9089.66,511293.23,1,1.073165241,696.75
Strategy 0.746,PASSED,EURCAD_M1_UTC2,7294.5,2832.0,557.75,20,35,30.77,20,35,15,-268.5,5.58,4.72,0.8,5.58,557.75,1066.14,1136647.23,4462.5,595.0,74.38,142.15,20207.06,1136647.23,4,1.911132025,483.0
Strategy 0.799,PASSED,EURCAD_M1_UTC2,8843.25,3890.25,619.13,26,42,30.77,26,42,16,-255.75,6.19,5.16,0.74,6.19,619.13,984.05,968348.67,4953.0,660.4,82.55,131.21,17215.09,968348.67,4,1.589460933,473.25
Strategy 0.81,PASSED,EURCAD_M1_UTC2,8957.25,3594.75,670.25,28,46,53.85,28,46,18,-230.25,6.7,5.51,0.76,6.7,670.25,651.62,424606.33,5362.5,715.0,89.38,86.88,7548.56,424606.33,1,0.972029537,718.5
Strategy 0.861,PASSED,EURCAD_M1_UTC2,8813.25,3285.75,690.88,22,36,53.85,22,36,14,-245.25,6.91,5.65,0.72,6.91,690.88,639.59,409074.02,5527.5,737.0,92.13,85.28,7272.43,409074.02,1,0.92564854,837.0
Strategy 0.870,PASSED,EURCAD_M1_UTC2,9444.0,3591.0,731.63,29,46,53.85,29,46,17,-192.75,7.32,5.93,0.83,7.32,731.63,723.86,523980.42,5853.0,780.4,97.55,96.52,9315.21,523980.42,1,0.989441312,744.75
Strategy 0.872,PASSED,EURCAD_M1_UTC2,9794.25,2812.5,872.63,26,37,53.85,26,37,11,-107.25,8.73,6.84,0.97,8.73,872.63,769.65,592357.78,6981.75,930.9,116.36,102.62,10530.8,592357.78,1,0.881918185,696.75
Strategy 0.964,PASSED,EURCAD_M1_UTC2,7808.25,3378.75,553.63,24,41,38.46,24,41,17,-426.75,5.54,4.69,0.81,5.54,553.63,910.11,828297.11,4429.5,590.6,73.83,121.35,14725.28,828297.11,3,1.643640796,125.25
